"Site ID","Timestamp","Flow Rate (ML/day)","Quality code (Flow Rate)","","Quality code","Quality code definition","","Site info"
"212250","02-Apr-1975 09:00","307.758","4","","4","TS - Data adjusted during processing","","Site ID: 212250"
"212250","04-Apr-1975 09:00","243.159","4","","6","GAUGINGS/TS - Best available gauging; Pre 2024 - Good Gauging to AS3778; TS - Data adjusted during processing","","Site name: COXS RIVER AT KELPIE POINT"
"212250","17-Apr-1975 09:00","462.082","4","","7","RATINGS/TS - Large uncertainty - data in period not adjusted from sensing system measurement in any way. Good Gauging","","Site commence: 15-Mar-1962 00:00"
"212250","22-Apr-1975 09:00","536.413","4","","8","TS - Data adjusted during processing","","Site cease: -"
"212250","19-Jun-1975 09:00","204.195","4","","9","RATINGS/TS - Large uncertainty - data in period not adjusted from sensing system measurement in any way","","Zone: 56"
"212250","20-Jun-1975 09:00","230.118","4","","10","TS - Data adjusted during processing","","IPART Regulated: -"
"212250","21-Jun-1975 09:00","51993.494","7","","26","TS - Daily or accumulated or spot data","","Current Site Hydrometric: Active"
"212250","22-Jun-1975 09:00","33751.208","7","","51","TS/GAUGINGS - Data Estimated or Indirect measurement","","Latitude: -33.87124191"
"212250","27-Jun-1975 09:00","2635.224","4","","100","Quality unknown","","Longitude: 150.25401365"
"212250","29-Jun-1975 09:00","1644.072","4","","130","Not quality coded - subject to change","","Lat/Long Datum: WGS84"
"212250","04-Jul-1975 09:00","2726.237","4","","180","Rating table out of range","","Elevation: 135"
"212250","05-Jul-1975 09:00","4395.987","4","","","","","Zero Gauge: 25.591"
"212250","13-Jul-1975 09:00","1113.596","4","","","","","Datum: ASS"
"212250","18-Jul-1975 09:00","1066.586","4","","","","","Control: IMPROVED ROCK BAR.
"
"212250","25-Jul-1975 09:00","666.226","4","","","","","CTF Level: 0.023"
"212250","19-Aug-1975 09:00","366.058","4","","","","","Variables monitored: Stream Water Level, Flow Rate, Flow Rate, Volume, Conductivity, Turbidity, Water Temperature, P H, Dissolved Oxygen"
"212250","28-Aug-1975 09:00","1106.789","4","","","","","Water source: Upper Nepean and Upstream Warragamba, Upper Nepean and Upstream Warragamba"
"212250","17-Sep-1975 09:00","895.89","4","","","","",""
"212250","19-Sep-1975 09:00","646.746","4","","","","",""
"212250","21-Sep-1975 09:00","573.576","4","","","","",""
"212250","22-Sep-1975 09:00","504.418","4","","","","",""
"212250","23-Sep-1975 09:00","456.238","4","","","","",""
"212250","17-Oct-1975 09:00","489.037","4","","","","",""
"212250","21-Oct-1975 09:00","441.9","4","","","","",""
"212250","25-Oct-1975 09:00","4692.85","4","","","","",""
"212250","04-Nov-1975 09:00","884.314","4","","","","",""
"212250","11-Nov-1975 09:00","570.11","4","","","","",""
"212250","18-Nov-1975 09:00","587.62","4","","","","",""
"212250","08-Dec-1975 09:00","563.231","4","","","","",""
"212250","08-Jan-1976 09:00","185.316","4","","","","",""
"212250","25-Feb-1976 09:00","6883.852","4","","","","",""
"212250","02-Mar-1976 09:00","7696.397","4","","","","",""
"212250","10-Mar-1976 09:00","2118.705","4","","","","",""
"212250","16-Mar-1976 09:00","1533.402","4","","","","",""
"212250","01-Apr-1976 09:00","1089.905","4","","","","",""
"212250","02-Apr-1976 09:00","1040.387","4","","","","",""
"212250","04-Apr-1976 09:00","925.315","4","","","","",""
"212250","25-Apr-1976 09:00","398.56","4","","","","",""
"212250","26-Apr-1976 09:00","378.282","4","","","","",""
"212250","27-Apr-1976 09:00","361.263","4","","","","",""
"212250","29-Apr-1976 09:00","338.082","4","","","","",""
"212250","02-Jul-1976 09:00","1671.482","4","","","","",""
"212250","12-Jul-1976 09:00","333.601","4","","","","",""
"212250","15-Jul-1976 09:00","1336.371","4","","","","",""
"212250","16-Aug-1976 09:00","277.864","4","","","","",""
"212250","17-Aug-1976 09:00","264.781","4","","","","",""
"212250","18-Aug-1976 09:00","253.986","4","","","","",""
"212250","19-Aug-1976 09:00","248.731","4","","","","",""
"212250","13-Sep-1976 09:00","378.282","4","","","","",""
"212250","16-Sep-1976 09:00","281.701","4","","","","",""
"212250","26-Sep-1976 09:00","409.041","4","","","","",""
"212250","16-Oct-1976 09:00","702.542","4","","","","",""
"212250","17-Oct-1976 09:00","715.014","4","","","","",""
"212250","21-Oct-1976 09:00","2559.005","4","","","","",""
"212250","05-Nov-1976 09:00","650.603","4","","","","",""
"212250","09-Dec-1976 09:00","139.786","4","","","","",""
"212250","08-Feb-1977 09:00","124.068","4","","","","",""
"212250","15-Feb-1977 09:00","125.138","4","","","","",""
"212250","17-Feb-1977 09:00","137.44","4","","","","",""
"212250","03-Mar-1977 09:00","3352.162","4","","","","",""
"212250","04-Mar-1977 09:00","58089.638","7","","","","",""
"212250","08-Apr-1977 09:00","202.561","4","","","","",""
"212250","29-May-1977 09:00","812.341","4","","","","",""
"212250","23-Jul-1977 09:00","224.717","4","","","","",""
"212250","13-Aug-1977 09:00","261.14","4","","","","",""
"212250","10-Sep-1977 09:00","207.498","4","","","","",""
"212250","11-Sep-1977 09:00","191.433","4","","","","",""
"212250","12-Sep-1977 09:00","173.586","4","","","","",""
"212250","13-Sep-1977 09:00","167.967","4","","","","",""
"212250","31-Oct-1977 09:00","95.354","4","","","","",""
"212250","03-Nov-1977 09:00","96.155","4","","","","",""
"212250","11-Dec-1977 09:00","68.841","4","","","","",""
"212250","13-Dec-1977 09:00","67.049","4","","","","",""
"212250","19-Dec-1977 09:00","47.579","4","","","","",""
"212250","06-Jan-1978 09:00","715.014","4","","","","",""
"212250","08-Jan-1978 09:00","222.941","4","","","","",""
"212250","25-Jan-1978 09:00","4122.058","4","","","","",""
"212250","29-Jan-1978 09:00","10540.332","4","","","","",""
"212250","15-Mar-1978 09:00","318.311","4","","","","",""
"212250","19-Mar-1978 09:00","1948.906","4","","","","",""
"212250","21-Mar-1978 09:00","62395.062","7","","","","",""
"212250","23-Mar-1978 09:00","10565.923","4","","","","",""
"212250","04-May-1978 09:00","238.821","51","","","","",""
"212250","03-Jun-1978 09:00","13722.473","7","","","","",""
"212250","04-Jul-1978 09:00","2898.178","4","","","","",""
"212250","20-Jul-1978 09:00","708.61","4","","","","",""
"212250","24-Jul-1978 09:00","1858.291","4","","","","",""
"212250","29-Jul-1978 09:00","753.895","4","","","","",""
"212250","12-Aug-1978 09:00","477.223","4","","","","",""
"212250","17-Sep-1978 09:00","645.54","4","","","","",""
"212250","21-Sep-1978 09:00","760.075","4","","","","",""
"212250","04-Oct-1978 09:00","593.018","4","","","","",""
"212250","06-Oct-1978 09:00","656.716","4","","","","",""
"212250","11-Nov-1978 09:00","1002.074","4","","","","",""
"212250","17-Nov-1978 09:00","884.032","4","","","","",""
"212250","18-Nov-1978 09:00","817.231","4","","","","",""
"212250","20-Nov-1978 09:00","880.608","4","","","","",""
"212250","06-Dec-1978 09:00","376.383","4","","","","",""
"212250","22-Dec-1978 09:00","257.262","4","","","","",""
"212250","10-Jan-1979 09:00","129.952","4","","","","",""
"212250","06-Feb-1979 09:00","100.642","4","","","","",""
"212250","07-Feb-1979 09:00","92.047","4","","","","",""
"212250","16-Feb-1979 09:00","76.259","4","","","","",""
"212250","22-Feb-1979 09:00","76.259","4","","","","",""
"212250","15-Mar-1979 09:00","216.759","4","","","","",""
"212250","16-Mar-1979 09:00","1094.245","4","","","","",""
"212250","17-Mar-1979 09:00","1051.326","4","","","","",""
"212250","19-Mar-1979 09:00","472.027","4","","","","",""
"212250","03-Apr-1979 09:00","178.154","4","","","","",""
"212250","15-Apr-1979 09:00","119.571","4","","","","",""
"212250","06-May-1979 09:00","230.763","4","","","","",""
"212250","07-May-1979 09:00","482.46","4","","","","",""
"212250","09-May-1979 09:00","1009.549","4","","","","",""
"212250","29-May-1979 09:00","192","4","","","","",""
"212250","22-Jun-1979 09:00","965.256","4","","","","",""
"212250","06-Oct-1979 09:00","112.674","4","","","","",""
"212250","13-Nov-1979 09:00","100.642","4","","","","",""
"212250","28-Nov-1979 09:00","347.849","4","","","","",""
"212250","22-Dec-1979 09:00","15.172","4","","","","",""
"212250","10-May-1980 09:00","5940.648","4","","","","",""
"212250","11-May-1980 09:00","2300","4","","","","",""
"212250","03-Jun-1980 09:00","189.23","4","","","","",""
"212250","01-Jul-1980 09:00","251.95","4","","","","",""
"212250","05-Jul-1980 09:00","174.349","4","","","","",""
"212250","25-Jul-1980 09:00","113","4","","","","",""
"212250","11-Nov-1980 09:00","123.793","4","","","","",""
"212250","09-Jan-1981 09:00","251.95","4","","","","",""
"212250","06-Feb-1981 09:00","760","4","","","","",""
"212250","07-Feb-1981 09:00","6265.278","4","","","","",""
"212250","08-Feb-1981 09:00","1934.386","4","","","","",""
"212250","12-Feb-1981 09:00","440","4","","","","",""
"212250","13-Feb-1981 09:00","2300","4","","","","",""
"212250","14-Feb-1981 09:00","840","4","","","","",""
"212250","21-Feb-1981 09:00","987.05","4","","","","",""
"212250","22-Feb-1981 09:00","911.822","4","","","","",""
"212250","23-Feb-1981 09:00","724.552","4","","","","",""
"212250","28-Feb-1981 09:00","240","4","","","","",""
"212250","04-Apr-1981 09:00","12190.537","4","","","","",""
"212250","05-Apr-1981 09:00","20521.069","4","","","","",""
"212250","06-Apr-1981 09:00","5297.503","4","","","","",""
"212250","19-Apr-1981 09:00","221.479","4","","","","",""
"212250","25-May-1981 09:00","1349.505","4","","","","",""
"212250","11-Jun-1981 09:00","469.458","4","","","","",""
"212250","24-Jun-1981 09:00","314.423","4","","","","",""
"212250","17-Jul-1981 09:00","172.893","4","","","","",""
"212250","20-Jul-1981 09:00","171.444","4","","","","",""
"212250","22-Jul-1981 09:00","240","4","","","","",""
"212250","24-Jul-1981 09:00","440","4","","","","",""
"212250","28-Jul-1981 09:00","414.614","4","","","","",""
"212250","29-Jul-1981 09:00","1454.418","4","","","","",""
"212250","01-Aug-1981 09:00","1100","4","","","","",""
"212250","03-Aug-1981 09:00","760","4","","","","",""
"212250","04-Aug-1981 09:00","654.481","4","","","","",""
"212250","05-Aug-1981 09:00","620","4","","","","",""
"212250","06-Aug-1981 09:00","620","4","","","","",""
"212250","08-Aug-1981 09:00","500","4","","","","",""
"212250","09-Aug-1981 09:00","440","4","","","","",""
"212250","10-Aug-1981 09:00","500","4","","","","",""
"212250","11-Aug-1981 09:00","469.458","4","","","","",""
