"Site ID","Timestamp","Flow Rate (ML/day)","Quality code (Flow Rate)","","Quality code","Quality code definition","","Site info"
"212270","18-Apr-1975 09:00","264.914","4","","4","TS - Data adjusted during processing","","Site ID: 212270"
"212270","24-Apr-1975 09:00","979.687","4","","6","GAUGINGS/TS - Best available gauging; Pre 2024 - Good Gauging to AS3778; TS - Data adjusted during processing","","Site name: WOLLONDILLY RIVER AT JOORILAND"
"212270","14-May-1975 09:00","266.407","4","","7","RATINGS/TS - Large uncertainty - data in period not adjusted from sensing system measurement in any way. Good Gauging","","Site commence: 14-Dec-1961 00:00"
"212270","07-Jun-1975 09:00","159.633","4","","10","TS - Data adjusted during processing","","Site cease: -"
"212270","13-Jun-1975 09:00","166.857","4","","11","TS-Synthetic or Artificial Data. Data which does not relate directly to the measured variable but for which a valid code is required","","Zone: 56"
"212270","15-Jun-1975 09:00","188.655","4","","51","TS/GAUGINGS - Data Estimated or Indirect measurement","","IPART Regulated: REG"
"212270","17-Jun-1975 09:00","207.779","4","","130","Not quality coded - subject to change","","Current Site Hydrometric: Active"
"212270","21-Jun-1975 09:00","13548.371","4","","155","Data outside recordable range; incls values recorded > maximum value measured by the sensor or measuring device","","Latitude: -34.22632"
"212270","03-Jul-1975 09:00","2468.222","4","","","","","Longitude: 150.25412"
"212270","17-Jul-1975 09:00","6274.702","4","","","","","Lat/Long Datum: AGD84"
"212270","21-Aug-1975 09:00","705.237","4","","","","","Elevation: -"
"212270","30-Aug-1975 09:00","675","4","","","","","Zero Gauge: 130.909"
"212270","07-Sep-1975 09:00","688.63","4","","","","","Datum: STD"
"212270","09-Sep-1975 09:00","1005.833","4","","","","","Control: Natural rock bar
"
"212270","15-Sep-1975 09:00","583.234","4","","","","","CTF Level: 0"
"212270","01-Oct-1975 09:00","1466.65","4","","","","","Variables monitored: Stream Water Level, Flow Rate, Flow Rate, Volume, Conductivity, Turbidity, Water Temperature, P H, Dissolved Oxygen"
"212270","02-Oct-1975 09:00","3971.612","4","","","","","Water source: Upper Nepean and Upstream Warragamba, Upper Nepean and Upstream Warragamba"
"212270","22-Oct-1975 09:00","1032.443","4","","","","",""
"212270","24-Oct-1975 09:00","5453.708","4","","","","",""
"212270","25-Oct-1975 09:00","22912.287","4","","","","",""
"212270","26-Oct-1975 09:00","20149.71","4","","","","",""
"212270","03-Nov-1975 09:00","2384.837","4","","","","",""
"212270","01-Jan-1976 09:00","119.736","4","","","","",""
"212270","03-Feb-1976 09:00","4818.63","4","","","","",""
"212270","10-Feb-1976 09:00","926.309","4","","","","",""
"212270","13-Feb-1976 09:00","792.448","4","","","","",""
"212270","14-Feb-1976 09:00","783.409","4","","","","",""
"212270","15-Feb-1976 09:00","792.448","4","","","","",""
"212270","16-Feb-1976 09:00","786.414","4","","","","",""
"212270","18-Feb-1976 09:00","661.699","4","","","","",""
"212270","28-Feb-1976 09:00","5257.903","4","","","","",""
"212270","29-Feb-1976 09:00","5397.293","4","","","","",""
"212270","02-Mar-1976 09:00","3987.211","4","","","","",""
"212270","09-Mar-1976 09:00","5453.708","4","","","","",""
"212270","14-Mar-1976 09:00","2037.787","4","","","","",""
"212270","16-Mar-1976 09:00","1743.377","4","","","","",""
"212270","26-Mar-1976 09:00","4034.243","4","","","","",""
"212270","28-Jun-1976 09:00","719.286","4","","","","",""
"212270","29-Jun-1976 09:00","625.418","4","","","","",""
"212270","01-Jul-1976 09:00","31229.625","4","","","","",""
"212270","03-Jul-1976 09:00","4959.455","4","","","","",""
"212270","16-Jul-1976 09:00","3529.094","4","","","","",""
"212270","30-Jul-1976 09:00","1679.964","4","","","","",""
"212270","11-Aug-1976 09:00","807.674","4","","","","",""
"212270","27-Aug-1976 09:00","484.129","4","","","","",""
"212270","30-Aug-1976 09:00","458.554","4","","","","",""
"212270","01-Nov-1976 09:00","1671.029","4","","","","",""
"212270","18-Nov-1976 09:00","935.559","4","","","","",""
"212270","24-Jan-1977 09:00","78.722","4","","","","",""
"212270","13-Feb-1977 09:00","96.687","4","","","","",""
"212270","21-Feb-1977 09:00","37.96","4","","","","",""
"212270","26-Feb-1977 09:00","1711.48","4","","","","",""
"212270","27-Feb-1977 09:00","1560.49","4","","","","",""
"212270","02-Mar-1977 09:00","4469.155","4","","","","",""
"212270","21-Mar-1977 09:00","431.31","4","","","","",""
"212270","10-Apr-1977 09:00","273.963","4","","","","",""
"212270","25-Apr-1977 09:00","203.872","4","","","","",""
"212270","18-May-1977 09:00","1609.067","4","","","","",""
"212270","21-May-1977 09:00","2681.941","4","","","","",""
"212270","25-Jun-1977 09:00","1132.845","4","","","","",""
"212270","01-Jul-1977 09:00","736.399","4","","","","",""
"212270","04-Jul-1977 09:00","615.309","4","","","","",""
"212270","06-Jul-1977 09:00","745.06","4","","","","",""
"212270","12-Jul-1977 09:00","486.304","4","","","","",""
"212270","01-Aug-1977 09:00","322.535","4","","","","",""
"212270","04-Aug-1977 09:00","410.124","4","","","","",""
"212270","11-Aug-1977 09:00","273.963","4","","","","",""
"212270","14-Aug-1977 09:00","575.999","4","","","","",""
"212270","04-Sep-1977 09:00","1204.509","4","","","","",""
"212270","08-Sep-1977 09:00","3749.869","4","","","","",""
"212270","10-Sep-1977 09:00","2073.496","4","","","","",""
"212270","30-Sep-1977 09:00","332.935","4","","","","",""
"212270","12-Nov-1977 09:00","28.471","4","","","","",""
"212270","02-Dec-1977 09:00","18.193","4","","","","",""
"212270","12-Jan-1978 09:00","61.755","4","","","","",""
"212270","21-Jan-1978 09:00","217.105","4","","","","",""
"212270","26-Jan-1978 09:00","702.45","4","","","","",""
"212270","29-Jan-1978 09:00","21358.415","4","","","","",""
"212270","30-Jan-1978 09:00","16203.119","4","","","","",""
"212270","10-Mar-1978 09:00","44.481","4","","","","",""
"212270","11-Mar-1978 09:00","76.333","4","","","","",""
"212270","16-Mar-1978 09:00","95.771","4","","","","",""
"212270","22-Mar-1978 09:00","82137.349","4","","","","",""
"212270","30-Mar-1978 09:00","2202.577","4","","","","",""
"212270","01-Jun-1978 09:00","1572.53","4","","","","",""
"212270","15-Jun-1978 09:00","1884.446","4","","","","",""
"212270","16-Jun-1978 09:00","49591.343","4","","","","",""
"212270","17-Jun-1978 09:00","21583.024","4","","","","",""
"212270","03-Jul-1978 09:00","13100.008","4","","","","",""
"212270","24-Jul-1978 09:00","5800.179","4","","","","",""
"212270","25-Jul-1978 09:00","8010","4","","","","",""
"212270","26-Jul-1978 09:00","3601.721","4","","","","",""
"212270","16-Aug-1978 09:00","820","4","","","","",""
"212270","26-Aug-1978 09:00","648.579","4","","","","",""
"212270","30-Aug-1978 09:00","503.949","4","","","","",""
"212270","06-Sep-1978 09:00","2790.959","4","","","","",""
"212270","08-Sep-1978 09:00","11584.904","51","","","","",""
"212270","09-Sep-1978 09:00","25319.414","51","","","","",""
"212270","10-Sep-1978 09:00","11434.294","51","","","","",""
"212270","15-Sep-1978 09:00","2928.031","51","","","","",""
"212270","16-Sep-1978 09:00","3108.663","51","","","","",""
"212270","19-Sep-1978 09:00","1319.093","51","","","","",""
"212270","21-Sep-1978 09:00","1822.442","51","","","","",""
"212270","23-Sep-1978 09:00","2846.522","51","","","","",""
"212270","24-Sep-1978 09:00","4208.068","51","","","","",""
"212270","01-Oct-1978 09:00","1104.524","51","","","","",""
"212270","12-Oct-1978 09:00","768.501","51","","","","",""
"212270","28-Oct-1978 09:00","322.535","4","","","","",""
"212270","30-Oct-1978 09:00","399.816","4","","","","",""
"212270","03-Nov-1978 09:00","2790.959","4","","","","",""
"212270","05-Nov-1978 09:00","1716.014","4","","","","",""
"212270","07-Nov-1978 09:00","1404.642","4","","","","",""
"212270","08-Nov-1978 09:00","1640","4","","","","",""
"212270","09-Nov-1978 09:00","1292.998","4","","","","",""
"212270","10-Nov-1978 09:00","992.702","4","","","","",""
"212270","12-Nov-1978 09:00","13900","4","","","","",""
"212270","13-Nov-1978 09:00","7072.658","4","","","","",""
"212270","16-Nov-1978 09:00","2120","4","","","","",""
"212270","17-Nov-1978 09:00","1640","4","","","","",""
"212270","18-Nov-1978 09:00","1180.027","4","","","","",""
"212270","22-Nov-1978 09:00","789.427","4","","","","",""
"212270","01-Dec-1978 09:00","403.917","4","","","","",""
"212270","05-Dec-1978 09:00","389.695","4","","","","",""
"212270","09-Dec-1978 09:00","277.028","4","","","","",""
"212270","31-Dec-1978 09:00","340","4","","","","",""
"212270","05-Mar-1979 09:00","90.411","4","","","","",""
"212270","19-Mar-1979 09:00","322.535","4","","","","",""
"212270","20-Mar-1979 09:00","340","4","","","","",""
"212270","22-Mar-1979 09:00","358.54","4","","","","",""
"212270","19-Apr-1979 09:00","164.422","4","","","","",""
"212270","14-Jun-1979 09:00","119.736","4","","","","",""
"212270","24-Jun-1979 09:00","460.648","4","","","","",""
"212270","26-Jun-1979 09:00","503.949","4","","","","",""
"212270","28-Jul-1979 09:00","730.664","4","","","","",""
"212270","10-Aug-1979 09:00","190","4","","","","",""
"212270","04-Oct-1979 09:00","82","4","","","","",""
"212270","05-Oct-1979 09:00","90.411","4","","","","",""
"212270","06-Oct-1979 09:00","90.411","4","","","","",""
"212270","07-Oct-1979 09:00","82","4","","","","",""
"212270","08-Oct-1979 09:00","90.411","4","","","","",""
"212270","09-Oct-1979 09:00","90.411","4","","","","",""
"212270","10-Oct-1979 09:00","82","4","","","","",""
"212270","12-Oct-1979 09:00","82","4","","","","",""
"212270","15-Oct-1979 09:00","66","4","","","","",""
"212270","23-Oct-1979 09:00","131","4","","","","",""
"212270","24-Oct-1979 09:00","358.54","4","","","","",""
